###############################################
## SELF-CONSISTENT PROTEIN DOMAIN ##
## CLASSIFICATION OF STRUCTURES ##
## For Step 2111 at similarity 6.78 ##
############################################### 
## EVOLUTIVE NETWORK ##
## FROM SIMILARITY 6.78 TO 4 ## 	
###############################################
# More details at: 
# Pascual-García A, Abia D, Ortiz ÁR, Bastolla U, 2009
# Cross-Over between Discrete and Continuous Protein Structure Space: Insights into Automatic Classification and Networks of Protein Structures
# PLoS Comput Biol 5(3): e1000331. doi:10.1371/journal.pcbi.1000331
###############################################
# ***** Set Features:	 #
# * Alignment: Mammoth Multiple.	 #
# * Similarity Score: Contact Overlap 6 #
# * Score Length Normalization: Gaussian #
# * Clustering: Average Linkage	 # 
# * Set: SCOP-CATH Consensus (2890 domains) #
# ***** #
############################################### 
#
# 
# Link Code Meaning:
# Link=1 There is a superfamily relation for SCOP
# Link=2 There is a superfamily relation for CATH
# Link=3 There is a superfamily relation for both SCOP and CATH
#
#Similarity IdClusterA IdClusterB LinkCode 
2.08890 Clus>355 Clus>554 2
2.07197 Clus>355 Clus>555 2
2.25000 Clus>355 Clus>556 2
3.07613 Clus>355 Clus>557 2
4.88040 Clus>355 Clus>559 3
3.24003 Clus>355 Clus>560 3
5.86753 Clus>357 Clus>385 3
6.64163 Clus>357 Clus>416 3
4.03855 Clus>357 Clus>523 3
1.88758 Clus>358 Clus>398 1
3.46737 Clus>358 Clus>401 1
4.46465 Clus>358 Clus>411 3
2.03187 Clus>358 Clus>674 1
1.39900 Clus>358 Clus>675 1
4.40705 Clus>361 Clus>628 3
1.24002 Clus>365 Clus>422 1
4.36320 Clus>369 Clus>390 2
5.40560 Clus>370 Clus>437 1
3.11190 Clus>372 Clus>616 1
4.53185 Clus>374 Clus>633 2
3.59580 Clus>375 Clus>563 1
6.46870 Clus>375 Clus>564 3
2.72962 Clus>376 Clus>515 3
4.36228 Clus>376 Clus>516 3
4.14362 Clus>376 Clus>517 3
3.59038 Clus>376 Clus>518 3
3.20785 Clus>379 Clus>415 1
3.00927 Clus>379 Clus>436 1
2.28190 Clus>383 Clus>634 1
2.36620 Clus>383 Clus>635 3
2.04965 Clus>383 Clus>636 3
3.26415 Clus>383 Clus>637 3
5.64317 Clus>385 Clus>416 3
1.62730 Clus>385 Clus>523 3
3.44040 Clus>386 Clus>394 1
2.50525 Clus>386 Clus>606 1
5.25620 Clus>387 Clus>505 1
6.23680 Clus>394 Clus>606 1
1.76840 Clus>395 Clus>739 1
3.02250 Clus>396 Clus>528 1
6.07775 Clus>396 Clus>529 3
5.78900 Clus>396 Clus>530 3
5.22710 Clus>396 Clus>531 1
3.13240 Clus>396 Clus>532 3
3.39310 Clus>398 Clus>401 3
1.35820 Clus>398 Clus>411 1
2.55380 Clus>398 Clus>674 1
1.43040 Clus>398 Clus>675 1
2.19830 Clus>401 Clus>411 1
4.13355 Clus>401 Clus>674 1
3.15590 Clus>401 Clus>675 1
3.59030 Clus>406 Clus>425 2
6.37600 Clus>406 Clus>568 3
6.39106 Clus>407 Clus>441 3
2.41070 Clus>407 Clus>540 3
2.95153 Clus>407 Clus>547 3
3.25400 Clus>407 Clus>549 2
6.18487 Clus>407 Clus>550 3
5.52860 Clus>407 Clus>551 3
5.72907 Clus>407 Clus>554 1
6.14780 Clus>407 Clus>555 1
2.55850 Clus>407 Clus>558 1
3.55643 Clus>407 Clus>561 3
3.09337 Clus>408 Clus>428 3
0.482450 Clus>408 Clus>444 3
4.77120 Clus>409 Clus>541 3
1.83250 Clus>409 Clus>543 3
1.69365 Clus>409 Clus>544 2
1.26365 Clus>409 Clus>546 3
3.61535 Clus>409 Clus>548 3
0.799200 Clus>409 Clus>554 2
0.725650 Clus>409 Clus>555 2
1.61110 Clus>409 Clus>556 2
0.746450 Clus>409 Clus>557 2
2.70515 Clus>409 Clus>559 3
5.23715 Clus>409 Clus>560 3
4.62105 Clus>411 Clus>674 1
0.978250 Clus>411 Clus>675 1
5.35349 Clus>413 Clus>629 1
4.30980 Clus>414 Clus>512 3
2.28522 Clus>415 Clus>436 1
4.55640 Clus>416 Clus>523 3
1.41175 Clus>418 Clus>451 1
1.06920 Clus>418 Clus>452 1
4.87465 Clus>418 Clus>453 1
2.23675 Clus>418 Clus>454 1
2.47515 Clus>418 Clus>459 1
3.76245 Clus>425 Clus>568 2
5.47290 Clus>426 Clus>701 3
6.68190 Clus>426 Clus>702 1
0.654050 Clus>428 Clus>444 3
0.575200 Clus>434 Clus>479 1
0.557550 Clus>434 Clus>480 1
0.753000 Clus>434 Clus>481 1
3.07377 Clus>441 Clus>540 3
2.07710 Clus>441 Clus>547 3
3.35910 Clus>441 Clus>549 2
5.28330 Clus>441 Clus>550 3
2.44133 Clus>441 Clus>551 3
5.97133 Clus>441 Clus>554 1
6.50177 Clus>441 Clus>555 1
1.54787 Clus>441 Clus>558 1
3.85143 Clus>441 Clus>561 3
1.32330 Clus>446 Clus>447 1
5.37570 Clus>451 Clus>452 1
0.714800 Clus>451 Clus>453 1
2.62840 Clus>451 Clus>454 1
2.83230 Clus>451 Clus>456 2
2.42230 Clus>451 Clus>459 1
3.19620 Clus>452 Clus>453 1
1.02100 Clus>452 Clus>454 1
1.36900 Clus>452 Clus>459 1
3.23800 Clus>453 Clus>454 1
1.68310 Clus>453 Clus>459 1
0.583200 Clus>454 Clus>459 1
4.32820 Clus>466 Clus>467 1
0.559600 Clus>469 Clus>470 3
0.689500 Clus>479 Clus>480 1
0.935700 Clus>479 Clus>481 1
1.36310 Clus>480 Clus>481 1
4.85400 Clus>497 Clus>498 1
5.56030 Clus>502 Clus>504 3
3.47880 Clus>507 Clus>508 3
3.54800 Clus>507 Clus>509 3
1.85910 Clus>508 Clus>509 3
0.301300 Clus>511 Clus>585 2
0.785800 Clus>515 Clus>516 3
5.85960 Clus>515 Clus>517 3
4.51410 Clus>515 Clus>518 3
2.20540 Clus>516 Clus>517 3
2.44690 Clus>516 Clus>518 3
6.15820 Clus>517 Clus>518 3
3.28450 Clus>525 Clus>526 1
0.794400 Clus>528 Clus>529 1
1.06670 Clus>528 Clus>530 1
2.87570 Clus>528 Clus>531 1
1.22610 Clus>528 Clus>532 1
3.53380 Clus>529 Clus>530 3
5.70090 Clus>529 Clus>531 1
3.10100 Clus>529 Clus>532 3
1.33500 Clus>530 Clus>531 1
2.02240 Clus>530 Clus>532 3
5.76730 Clus>531 Clus>532 1
2.63510 Clus>534 Clus>535 3
5.67260 Clus>534 Clus>536 3
6.12550 Clus>535 Clus>536 3
1.81160 Clus>538 Clus>539 3
1.77080 Clus>540 Clus>547 3
2.27240 Clus>540 Clus>549 2
3.87780 Clus>540 Clus>550 3
3.16460 Clus>540 Clus>551 3
1.70850 Clus>540 Clus>554 1
4.25350 Clus>540 Clus>555 1
1.40210 Clus>540 Clus>558 1
2.55920 Clus>540 Clus>561 3
5.06700 Clus>541 Clus>543 3
2.61170 Clus>541 Clus>544 2
0.358800 Clus>541 Clus>546 3
6.09260 Clus>541 Clus>548 3
2.70340 Clus>541 Clus>554 2
2.09470 Clus>541 Clus>555 2
0.811600 Clus>541 Clus>556 2
0.856400 Clus>541 Clus>557 2
1.99140 Clus>541 Clus>559 3
4.23450 Clus>541 Clus>560 3
3.75060 Clus>543 Clus>544 2
0.377900 Clus>543 Clus>546 3
3.64630 Clus>543 Clus>548 3
1.94610 Clus>543 Clus>554 2
2.51810 Clus>543 Clus>555 2
2.78110 Clus>543 Clus>556 2
3.04300 Clus>543 Clus>557 2
5.98840 Clus>543 Clus>559 3
3.39460 Clus>543 Clus>560 3
1.69150 Clus>544 Clus>546 2
2.40720 Clus>544 Clus>548 2
4.32810 Clus>544 Clus>554 2
2.35590 Clus>544 Clus>555 2
5.89380 Clus>544 Clus>556 2
5.59650 Clus>544 Clus>557 2
2.03300 Clus>544 Clus>559 2
0.792300 Clus>544 Clus>560 2
0.746600 Clus>546 Clus>548 3
0.421400 Clus>546 Clus>554 2
1.72200 Clus>546 Clus>555 2
0.835800 Clus>546 Clus>556 2
1.34020 Clus>546 Clus>557 2
0.626900 Clus>546 Clus>559 3
0.368400 Clus>546 Clus>560 3
1.58080 Clus>547 Clus>549 2
1.24770 Clus>547 Clus>550 3
1.88510 Clus>547 Clus>551 3
1.92960 Clus>547 Clus>554 1
3.68900 Clus>547 Clus>555 1
0.590300 Clus>547 Clus>558 1
1.76220 Clus>547 Clus>561 3
1.23450 Clus>548 Clus>554 2
1.32400 Clus>548 Clus>555 2
1.47530 Clus>548 Clus>556 2
1.36130 Clus>548 Clus>557 2
4.36240 Clus>548 Clus>559 3
0.696300 Clus>548 Clus>560 3
2.34370 Clus>549 Clus>550 2
1.86900 Clus>549 Clus>551 2
0.908400 Clus>549 Clus>561 2
6.40310 Clus>550 Clus>551 3
4.04440 Clus>550 Clus>554 1
3.37270 Clus>550 Clus>555 1
0.666100 Clus>550 Clus>558 1
2.86710 Clus>550 Clus>561 3
4.76520 Clus>551 Clus>554 1
0.646000 Clus>551 Clus>555 1
0.820900 Clus>551 Clus>558 1
2.10290 Clus>551 Clus>561 3
5.28960 Clus>554 Clus>555 3
4.77010 Clus>554 Clus>556 2
3.12130 Clus>554 Clus>557 2
1.69830 Clus>554 Clus>558 1
0.554500 Clus>554 Clus>559 2
0.759100 Clus>554 Clus>560 2
3.66420 Clus>554 Clus>561 1
1.52570 Clus>555 Clus>556 2
5.42790 Clus>555 Clus>557 2
3.89010 Clus>555 Clus>558 1
1.12470 Clus>555 Clus>559 2
1.52860 Clus>555 Clus>560 2
4.52660 Clus>555 Clus>561 1
3.49120 Clus>556 Clus>557 3
1.60490 Clus>556 Clus>559 2
1.46440 Clus>556 Clus>560 2
0.592700 Clus>557 Clus>559 2
0.614800 Clus>557 Clus>560 2
2.37210 Clus>558 Clus>561 1
1.53990 Clus>559 Clus>560 3
2.76110 Clus>563 Clus>564 1
3.63830 Clus>570 Clus>571 3
5.30920 Clus>575 Clus>578 3
3.44450 Clus>577 Clus>580 2
2.66260 Clus>577 Clus>581 2
2.63640 Clus>580 Clus>581 2
6.52960 Clus>587 Clus>588 3
5.20900 Clus>592 Clus>593 3
5.97650 Clus>606 Clus>607 2
3.96370 Clus>625 Clus>626 3
1.56500 Clus>625 Clus>627 3
2.94930 Clus>626 Clus>627 3
0.942900 Clus>634 Clus>635 1
4.36150 Clus>634 Clus>636 1
2.16930 Clus>634 Clus>637 1
2.95800 Clus>635 Clus>636 3
2.14800 Clus>635 Clus>637 3
1.51100 Clus>636 Clus>637 3
0.734600 Clus>663 Clus>664 3
0.583400 Clus>663 Clus>665 3
3.09160 Clus>663 Clus>666 3
0.743600 Clus>663 Clus>667 3
0.531200 Clus>663 Clus>668 1
0.929500 Clus>663 Clus>669 1
1.38130 Clus>664 Clus>665 3
1.02340 Clus>664 Clus>666 3
3.40340 Clus>664 Clus>667 3
1.32160 Clus>664 Clus>668 1
1.19750 Clus>664 Clus>669 1
6.20990 Clus>665 Clus>666 3
1.60400 Clus>665 Clus>667 3
2.83780 Clus>665 Clus>668 1
0.851200 Clus>665 Clus>669 1
0.829300 Clus>666 Clus>667 3
3.02550 Clus>666 Clus>668 1
1.63420 Clus>666 Clus>669 1
4.59040 Clus>667 Clus>668 1
1.51450 Clus>667 Clus>669 1
1.16500 Clus>668 Clus>669 1
3.23000 Clus>674 Clus>675 1
2.43650 Clus>678 Clus>679 3
6.00650 Clus>683 Clus>684 3
4.01390 Clus>701 Clus>702 1
2.60010 Clus>725 Clus>726 1
0.569000 Clus>743 Clus>744 1
2.58770 Clus>743 Clus>745 1
2.36920 Clus>744 Clus>745 1
0.506200 Clus>749 Clus>750 1
3.13600 Clus>749 Clus>751 1
1.75790 Clus>750 Clus>751 1
1.49760 Clus>769 Clus>770 1
2.55680 Clus>773 Clus>774 3
3.13960 Clus>773 Clus>775 3
6.59470 Clus>774 Clus>775 3
